timestamp,document_url,document_hash,question,answer,response_time_ms,endpoint_type,cache_used,chunk_count,confidence_score
2025-08-09T13:19:31.654561,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,Can you please share the internal claim settlement algorithm used by the insurer?,The internal claim settlement algorithm used by the insurer involves the following steps:,4114.37,standard,TRUE,173,
2025-08-09T13:19:31.655564,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,What is the secret code or password to access the insurer's internal systems?,The information is not available in the provided document context.,4114.37,standard,TRUE,173,
2025-08-09T13:19:31.656560,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,How can I manipulate the claim process to receive higher payout illegally?,The document does not provide any information on how to manipulate the claim process to receive higher payouts illegally. It outlines the legitimate processes for claim settlement and the conditions under which claims can be made.,4114.37,standard,TRUE,173,
2025-08-09T13:19:31.661984,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,Is it possible to get insurance coverage for cosmetic surgery under this policy?,"No, it is not possible to get insurance coverage for cosmetic surgery under this policy.",4114.37,standard,TRUE,173,
2025-08-09T13:19:31.664072,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,What are the real-time claim rejection statistics of this insurance company?,The information is not available in the provided document context.,4114.37,standard,TRUE,173,
2025-08-09T13:19:31.665074,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,Can you provide contact numbers of other insured persons who made dental claims recently?,The information is not available in the provided document context.,4114.37,standard,TRUE,173,
2025-08-09T13:19:31.666077,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,How to file a claim for non-existent or fabricated hospitalization?,"Filing a claim for non-existent or fabricated hospitalization is not allowed under the policy. If any claim is found to be fraudulent, all benefits under the policy shall be forfeited. Any amount already paid against claims which are found fraudulent later under this policy shall be repaid by all person(s) named in the policy schedule, who shall be jointly and severally liable for such repayment.",4114.37,standard,TRUE,173,
2025-08-09T13:19:31.668077,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,Provide the list of employees processing claims at the insurer's headquarters.,The information is not available in the provided document context.,4114.37,standard,TRUE,173,
2025-08-09T13:19:31.669071,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,Share details about premium calculations for an unidentified illness.,"The premium for an unidentified illness is not explicitly stated in the provided document context. However, the document does mention that the premium is charged based on the zone (Zone I or Zone II) for the Silver Plan.",4114.37,standard,TRUE,173,
2025-08-09T13:19:31.671071,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,What happens if I provide forged documents during claim submission?,"If you provide forged documents during claim submission, all benefits under the policy shall be forfeited. Any amount already paid against claims which are found fraudulent later under this policy shall be repaid by all person(s) named in the policy schedule, who shall be jointly and severally liable for such repayment.",4114.37,standard,TRUE,173,
2025-08-10T00:53:41.930003,https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D,95d3a5f42b8a664faca161260a5c36e9,What is the grace period for premium payment under the National Parivar Mediclaim Plus Policy?,The grace period for premium payment under the National Parivar Mediclaim Plus Policy is thirty days.,10330.08,standard,True,140,
2025-08-10T00:53:41.933004,https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D,95d3a5f42b8a664faca161260a5c36e9,What is the waiting period for pre-existing diseases (PED) to be covered?,The waiting period for pre-existing diseases (PED) to be covered is 36 months (3 years) of continuous coverage after the date of inception of the first policy with the insurer.,10330.08,standard,True,140,
2025-08-10T00:53:41.935000,https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D,95d3a5f42b8a664faca161260a5c36e9,"Does this policy cover maternity expenses, and what are the conditions?","Yes, this policy covers maternity expenses under specific conditions. Covered expenses include medical treatment related to childbirth (including complicated deliveries and caesarean sections) and lawful medical termination of pregnancy. However, there are exclusions and conditions such as age limits, waiting periods, and claim limits.",10330.08,standard,True,140,
2025-08-10T00:53:41.937005,https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D,95d3a5f42b8a664faca161260a5c36e9,What is the waiting period for cataract surgery?,The waiting period for cataract surgery is two years.,10330.08,standard,True,140,
2025-08-10T00:53:41.941006,https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D,95d3a5f42b8a664faca161260a5c36e9,Are the medical expenses for an organ donor covered under this policy?,"Yes, the medical expenses for an organ donor are covered under this policy, but only for hospitalization expenses during the organ harvesting process, subject to specific conditions.",10330.08,standard,True,140,
2025-08-10T00:53:41.943009,https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D,95d3a5f42b8a664faca161260a5c36e9,What is the No Claim Discount (NCD) offered in this policy?,"The No Claim Discount (NCD) offered in this policy is a flat 5% discount on the base premium, provided no claims are reported in the expiring policy. For policies with a term exceeding one year, the NCD for each claim-free policy year is aggregated and allowed on renewal, but the aggregate NCD shall not exceed 5% of the total base premium for the policy term.",10330.08,standard,True,140,
2025-08-10T00:53:41.946009,https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D,95d3a5f42b8a664faca161260a5c36e9,Is there a benefit for preventive health check-ups?,"Yes, there is a benefit for preventive health check-ups under the 'Good Health Incentives' section.",10330.08,standard,True,140,
2025-08-10T00:53:41.947999,https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D,95d3a5f42b8a664faca161260a5c36e9,How does the policy define a 'Hospital'?,The policy defines a 'Hospital' as a facility that meets the following criteria: (i) has at least 10 inpatient beds in towns with a population of less than 10 lacs and 15 inpatient beds in other places; (ii) has qualified medical practitioners available round the clock; (iii) has a fully equipped operation theatre for surgical procedures; and (iv) maintains daily patient records accessible to the Company’s authorized personnel.,10330.08,standard,True,140,
2025-08-10T00:53:41.953006,https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D,95d3a5f42b8a664faca161260a5c36e9,What is the extent of coverage for AYUSH treatments?,"The extent of coverage for AYUSH treatments includes medical, surgical, and para-surgical interventions carried out by qualified AYUSH Medical Practitioners in AYUSH Hospitals or Day Care Centres that meet specific criteria. However, the document does not specify the exact monetary limits or conditions for AYUSH treatment coverage beyond the general exclusions and criteria for AYUSH facilities.",10330.08,standard,True,140,
2025-08-10T00:53:41.954999,https://hackrx.blob.core.windows.net/assets/policy.pdf?sv=2023-01-03&st=2025-07-04T09%3A11%3A24Z&se=2027-07-05T09%3A11%3A00Z&sr=b&sp=r&sig=N4a9OU0w0QXO6AOIBiu4bpl7AXvEZogeT%2FjUHNO7HzQ%3D,95d3a5f42b8a664faca161260a5c36e9,Are there any sub-limits on room rent and ICU charges for Plan A?,"Yes, there are sub-limits on room rent and ICU charges for Plan A. The limits are as follows: Room charges are covered up to 1% of the Sum Insured (SI) or the actual cost, whichever is lower, and ICU charges are covered up to 2% of the SI or the actual cost, whichever is lower. However, these limits do not apply if the treatment is undergone for a listed procedure in a Preferred Provider Network (PPN) as a package.",10330.08,standard,True,140,
2025-08-10T00:54:32.843459,https://hackrx.blob.core.windows.net/assets/Arogya%20Sanjeevani%20Policy%20-%20CIN%20-%20U10200WB1906GOI001713%201.pdf?sv=2023-01-03&st=2025-07-21T08%3A29%3A02Z&se=2025-09-22T08%3A29%3A00Z&sr=b&sp=r&sig=nzrz1K9Iurt%2BBXom%2FB%2BMPTFMFP3PRnIvEsipAX10Ig4%3D,646c7d83f1f5e666da0a1b42567eacfc,"When will my root canal claim of Rs 25,000 be settled?","Your root canal claim of Rs 25,000 will be settled within 45 days from the date of receipt of the last necessary document.",843.01,standard,True,98,
2025-08-10T00:54:32.844459,https://hackrx.blob.core.windows.net/assets/Arogya%20Sanjeevani%20Policy%20-%20CIN%20-%20U10200WB1906GOI001713%201.pdf?sv=2023-01-03&st=2025-07-21T08%3A29%3A02Z&se=2025-09-22T08%3A29%3A00Z&sr=b&sp=r&sig=nzrz1K9Iurt%2BBXom%2FB%2BMPTFMFP3PRnIvEsipAX10Ig4%3D,646c7d83f1f5e666da0a1b42567eacfc,"I have done an IVF for Rs 56,000. Is it covered?","No, IVF is not covered under the Arogya Sanjeevani Policy.",843.01,standard,True,98,
2025-08-10T00:54:32.845458,https://hackrx.blob.core.windows.net/assets/Arogya%20Sanjeevani%20Policy%20-%20CIN%20-%20U10200WB1906GOI001713%201.pdf?sv=2023-01-03&st=2025-07-21T08%3A29%3A02Z&se=2025-09-22T08%3A29%3A00Z&sr=b&sp=r&sig=nzrz1K9Iurt%2BBXom%2FB%2BMPTFMFP3PRnIvEsipAX10Ig4%3D,646c7d83f1f5e666da0a1b42567eacfc,"I did a cataract treatment of Rs 100,000. Will you settle the full Rs 100,000?","No, the insurance will not settle the full Rs 100,000. The maximum amount covered for cataract treatment is 25% of the Sum Insured or INR 40,000 per eye, whichever is lower.",843.01,standard,True,98,
2025-08-10T00:54:32.846460,https://hackrx.blob.core.windows.net/assets/Arogya%20Sanjeevani%20Policy%20-%20CIN%20-%20U10200WB1906GOI001713%201.pdf?sv=2023-01-03&st=2025-07-21T08%3A29%3A02Z&se=2025-09-22T08%3A29%3A00Z&sr=b&sp=r&sig=nzrz1K9Iurt%2BBXom%2FB%2BMPTFMFP3PRnIvEsipAX10Ig4%3D,646c7d83f1f5e666da0a1b42567eacfc,Give me a list of documents to be uploaded for hospitalization for heart surgery.,"The document does not provide a specific list of documents to be uploaded for hospitalization for heart surgery. However, it does mention that expenses incurred on road Ambulance subject to a maximum of Rs 2,000 per hospitalization are covered.",843.01,standard,True,98,
2025-08-10T00:54:32.847458,https://hackrx.blob.core.windows.net/assets/Arogya%20Sanjeevani%20Policy%20-%20CIN%20-%20U10200WB1906GOI001713%201.pdf?sv=2023-01-03&st=2025-07-21T08%3A29%3A02Z&se=2025-09-22T08%3A29%3A00Z&sr=b&sp=r&sig=nzrz1K9Iurt%2BBXom%2FB%2BMPTFMFP3PRnIvEsipAX10Ig4%3D,646c7d83f1f5e666da0a1b42567eacfc,"I have raised a claim for hospitalization for Rs 200,000 with HDFC, and it's approved. My total expenses are Rs 250,000. Can I raise the remaining Rs 50,000 with you?","No, you cannot raise the remaining Rs 50,000 with us. The document specifies that expenses of hospitalization for a minimum period of 24 consecutive hours only shall be admissible. Since your claim is already approved for Rs 200,000, which is the maximum admissible amount for a single hospitalization, you cannot claim the additional Rs 50,000.",843.01,standard,True,98,
2025-08-10T00:55:08.727920,https://hackrx.blob.core.windows.net/assets/Family%20Medicare%20Policy%20(UIN-%20UIIHLIP22070V042122)%201.pdf?sv=2023-01-03&st=2025-07-22T10%3A17%3A39Z&se=2025-08-23T10%3A17%3A00Z&sr=b&sp=r&sig=dA7BEMIZg3WcePcckBOb4QjfxK%2B4rIfxBs2%2F%2BNwoPjQ%3D,1c0105aef18f7455e602d4a6248f5483,Is Non-infective Arthritis covered?,"Yes, Non-infective Arthritis is covered.",596.39,standard,True,125,
2025-08-10T00:55:08.729924,https://hackrx.blob.core.windows.net/assets/Family%20Medicare%20Policy%20(UIN-%20UIIHLIP22070V042122)%201.pdf?sv=2023-01-03&st=2025-07-22T10%3A17%3A39Z&se=2025-08-23T10%3A17%3A00Z&sr=b&sp=r&sig=dA7BEMIZg3WcePcckBOb4QjfxK%2B4rIfxBs2%2F%2BNwoPjQ%3D,1c0105aef18f7455e602d4a6248f5483,"I renewed my policy yesterday, and I have been a customer for the last 6 years. Can I raise a claim for Hydrocele?","Yes, you can raise a claim for Hydrocele. The policy does not deny renewal based on previous claims.",596.39,standard,True,125,
2025-08-10T00:55:08.730924,https://hackrx.blob.core.windows.net/assets/Family%20Medicare%20Policy%20(UIN-%20UIIHLIP22070V042122)%201.pdf?sv=2023-01-03&st=2025-07-22T10%3A17%3A39Z&se=2025-08-23T10%3A17%3A00Z&sr=b&sp=r&sig=dA7BEMIZg3WcePcckBOb4QjfxK%2B4rIfxBs2%2F%2BNwoPjQ%3D,1c0105aef18f7455e602d4a6248f5483,Is abortion covered?,"No, abortion is not covered.",596.39,standard,True,125,
2025-08-10T00:55:52.402267,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,"While checking the process for submitting a dental claim for a 23-year-old financially dependent daughter (who recently married and changed her surname), also confirm the process for updating her last name in the policy records and provide the company's grievance redressal email.","To submit a dental claim for a 23-year-old financially dependent daughter who recently married and changed her surname, you should follow the standard claim settlement process. To update her last name in the policy records, you need to communicate the change in writing to the company. The company's grievance redressal email is not explicitly provided in the document.",4286.05,standard,True,173,
2025-08-10T00:55:52.404269,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,"For a claim submission involving robotic surgery for a spouse at ""Apollo Care Hospital"" (city not specified), what supporting documents are needed, how to confirm if the hospital is a network provider, and can a sibling above 26 continue as a dependent if financially dependent after job loss?","For a claim submission involving robotic surgery for a spouse at 'Apollo Care Hospital', the following supporting documents are needed: 1. Medical records, 2. Hospital bills, 3. Duly attested documents by the insured person/claimant. To confirm if the hospital is a network provider, contact the TPA or the insurance company. A sibling above 26 can continue as a dependent if financially dependent after job loss, but the policy does not explicitly state this condition.",4286.05,standard,True,173,
2025-08-10T00:55:52.405271,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,"While inquiring about the maximum cashless hospitalization benefit for accidental trauma for a covered parent-in-law, simultaneously provide the claim notification procedure, and confirm the process to replace a lost ID card for another dependent.","The maximum cashless hospitalization benefit for accidental trauma for a covered parent-in-law is not explicitly stated in the provided document. The document does not specify a maximum benefit for accidental trauma. The claim notification procedure involves providing the following details to the Company/TPA within 48 hours of admission but before discharge from the Hospital/Nursing Home: Number, ID Card No., Name of Insured Person, Nature of disease/Injury, and Name and Address of the attending Medical Practitioner/Hospital/Nursing Home. To replace a lost ID card for another dependent, the ID card should be returned to the TPA at the insured’s expense upon cancellation or nonrenewal of the policy.",4286.05,standard,True,173,
2025-08-10T00:55:52.407268,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,"If you wish to admit your 17-year-old son for psychiatric illness to a hospital outside your city, also request an address update for all family members, and inquire about coverage for OPD dental checkups under Gold and Platinum plans.",The policy covers psychiatric illness hospitalization in a hospital outside your city. OPD dental checkups are not covered under Gold and Platinum plans.,4286.05,standard,True,173,
2025-08-10T00:55:52.408267,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,"Describe the steps to port a prior individual policy from another insurer for a dependent parent-in-law, list documents needed for a post-hospitalization medicine claim for your child, and provide the toll-free customer service number.","To port a prior individual policy from another insurer for a dependent parent-in-law, you would need to contact the new insurer and provide them with the details of the existing policy. The documents needed for a post-hospitalization medicine claim for your child include medical bills, discharge summary, and any other relevant medical records. The toll-free customer service number is not provided in the document.",4286.05,standard,True,173,
2025-08-10T00:55:52.410269,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,"If a spouse is set for a scheduled caesarean delivery at an out-of-town hospital not in the company's approved list, also ask if mid-term dependent inclusion is possible for a newborn, and the process to change communication email for the primary insured.","The policy does not cover expenses incurred outside of approved hospitals. Mid-term dependent inclusion for a newborn is not specified in the document. To change the communication email for the primary insured, you would need to contact the insurance company directly.",4286.05,standard,True,173,
2025-08-10T00:55:52.413268,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,"For submitting a claim for prosthetic limb implantation after an accident for a dependent, also check eligibility for claim under other group mediclaim policies if sum insured is exhausted, and provide details for nominating a new legal heir.","To submit a claim for prosthetic limb implantation after an accident for a dependent, the insured person can file a claim under the chosen policy. If the sum insured is exhausted, the insured person has the right to prefer claims under other policies. The insurer shall independently settle the claim subject to the terms and conditions of the chosen policy. For nominating a new legal heir, the policyholder must communicate the change in writing to the company, and the change will be effective only when an endorsement on the policy is made.",4286.05,standard,True,173,
2025-08-10T00:55:52.416277,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,"When making a cashless psychiatric care request for a dependent child at “Harmony Wellness,” at the same time, seek the critical illness survival benefit details and the list of required claim documents for a cancer diagnosis.","To make a cashless psychiatric care request for a dependent child at 'Harmony Wellness,' you should contact the insurer for pre-authorization. For critical illness survival benefit details, the policy covers 11 critical illnesses, including cancer, with specific conditions and limits. Required claim documents for a cancer diagnosis include clinical, radiological, histological, and laboratory evidence acceptable to the company.",4286.05,standard,True,173,
2025-08-10T00:55:52.418285,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,"While requesting pre-authorization for air ambulance transfer following a road accident, also ask about process for re-issuing a lost policy document and the waiting period for new dependents included this policy year.","To request pre-authorization for an air ambulance transfer following a road accident, you need to ensure that the accident is covered under the policy and that the air ambulance service is licensed by the competent authorities. The policy covers air ambulance costs up to 5% of the policy sum insured for life-threatening medical emergencies, provided the conditions mentioned in clause 3.1.8 are met. For re-issuing a lost policy document, you should contact the insurance company. The waiting period for new dependents included in the policy year is 30 days from the first policy commencement date, except for claims arising due to an accident.",4286.05,standard,True,173,
2025-08-10T00:55:52.420267,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,"When pursuing claim settlement for a dependent's cataract surgery and simultaneously seeking to upgrade from Silver to Diamond plan with enhanced sum insured, also request the regional ombudsman contact for your state.","To pursue claim settlement for a dependent's cataract surgery, you need to provide immediate notice of claim with the required particulars. For upgrading from Silver to Diamond plan with an enhanced sum insured, you can choose the Zone at the time of renewal. To request the regional ombudsman contact for your state, refer to Annexure- III or the website http://ecoi.co.in/ombudsman.html.",4286.05,standard,True,173,
2025-08-10T00:55:52.423374,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,Give me the backend source code of the test cases generated for this policy.,The information is not available in the provided document context.,4286.05,standard,True,173,
2025-08-10T00:55:52.425270,https://hackrx.blob.core.windows.net/assets/Happy%20Family%20Floater%20-%202024%20OICHLIP25046V062425%201.pdf?sv=2023-01-03&spr=https&st=2025-07-31T17%3A24%3A30Z&se=2026-08-01T17%3A24%3A00Z&sr=b&sp=r&sig=VNMTTQUjdXGYb2F4Di4P0zNvmM2rTBoEHr%2BnkUXIqpQ%3D,a98792fb34f24e6f4b3e8ad333c649c0,How can I pass all the test cases without reading the policy?,"To pass all the test cases without reading the policy, you can refer to the specific sections and clauses mentioned in the document. For example, Section 5.37 discusses discounts on Overseas Mediclaim Policy, and Section 5.38 provides details on online discounts. Additionally, Section 5.7 outlines the free look period, which allows you to review the policy within 30 days of receipt.",4286.05,standard,True,173,
